Example_ID,Ground_Truth,Prediction,Pattern,Premises,Conclusion,Problematic_Lines,Root_Cause_Category,Error_Description,Specific_Axiom
1014,Unknown,True,Unknown → True,"People in this club who perform in school talent shows often attend and are very engaged with school events.
People in this club either perform in school talent shows often or are inactive and disinterested community members.
People in this club who chaperone high school dances are not students who attend the school.
All people in this club who are inactive and disinterested members of their community chaperone high school dances.
All young children and teenagers in this club who wish to further their academic careers and educational opportunities are students who attend the school. 
Bonnie is in this club and she either both attends and is very engaged with school events and is a student who attends the school or is not someone who both attends and is very engaged with school events and is not a student who attends the school.",Bonnie performs in school talent shows often.,line 27,AXIOMATIZES_CONCLUSION,"The axiom 'bonnie_performs' directly asserts the conclusion that Bonnie performs in school talent shows often, which should be derived instead.",axiom bonnie_performs : PerformsOften Bonnie
1208,Unknown,True,Unknown → True,"All employees who schedule a meeting with their customers will go to the company building today. 
Everyone who has lunch in the company building schedules meetings with their customers. 
Employees have lunch either in the company building or at home.
If an employee has lunch at home, they are working remotely from home.
All employees who are in other countries work remotely from home. 
No managers work remotely from home. 
James will appear in the company today if and only if he is a manager.",James has lunch in the company.,line 28,AXIOMATIZES_CONCLUSION,"The axiom A8 directly states that James has lunch in the company, which is the conclusion being verified.",axiom A8 : LunchInCompany James
1209,Unknown,False,Unknown → False,"All employees who schedule a meeting with their customers will go to the company building today. 
Everyone who has lunch in the company building schedules meetings with their customers. 
Employees have lunch either in the company building or at home.
If an employee has lunch at home, they are working remotely from home.
All employees who are in other countries work remotely from home. 
No managers work remotely from home. 
James will appear in the company today if and only if he is a manager.",James does not have lunch in the company.,line 47,AXIOMATIZES_CONCLUSION,"The axiom 'James_not_lunch_in_company' directly asserts the conclusion that James does not have lunch in the company, which is the statement we are trying to prove.",axiom James_not_lunch_in_company : ¬ LunchInBuilding James
1210,True,Unknown,True → Unknown,"All employees who schedule a meeting with their customers will go to the company building today. 
Everyone who has lunch in the company building schedules meetings with their customers. 
Employees have lunch either in the company building or at home.
If an employee has lunch at home, they are working remotely from home.
All employees who are in other countries work remotely from home. 
No managers work remotely from home. 
James will appear in the company today if and only if he is a manager.","If James is either a manager or in other countries,  then James does not either has lunch at home or work remotely from home. If James either has lunch at home or works remotely from home, then he is neither a manager nor does he work in other countries. [contrapositive is more natural]",lines 64-66,AXIOMATIZES_CONCLUSION,"The model 'worldFalse' directly contradicts the conclusion by setting 'Manager' to true and 'LunchHome' to true, which makes the conclusion false.","def worldFalse : Context := { ... Manager := fun _ => True, LunchHome := fun _ => True, ... }"
2,Unknown,True,Unknown → True,"There are six types of wild turkeys: Eastern wild turkey, Osceola wild turkey, Gould’s wild turkey, Merriam’s wild turkey, Rio Grande wild turkey, and Ocellated wild turkey.
Tom is not an Eastern wild turkey.
Tom is not an Osceola wild turkey.
Tom is not a Gould's wild turkey.
Tom is neither a Merriam's wild turkey nor a Rio Grande wild turkey.
Tom is a wild turkey.",Joey is a wild turkey.,line 30,AXIOMATIZES_CONCLUSION,"The axiom W_Joey directly states that Joey is a wild turkey, which is the conclusion being verified.",axiom W_Joey : W Joey
658,Unknown,False,Unknown → False,"Beijing is the capital of the People's Republic of China. 
Beijing is the capital city of the world's most populous nation.
Beijing is located in Northern China.
Beijing hosted the 2008 Summer Olympics and 2008 Summer Paralympics Games.
Beijing has hosted the Summer and Winter Olympics and the Summer and Winter Paralympics.
Many of Beijing's 91 universities consistently rank among the best universities in the world.",Beijing is located in southern China.,N/A,INCORRECT_FORMALIZATION,"The premises are formalized correctly, but the conclusion is incorrectly stated as Beijing being in southern China, which contradicts the given premises.",N/A
893,Unknown,True,Unknown → True,"Everyone at the mixer is a Grand Slam champion or an Oscar-nominated actor.
Every Grand Slam champion at the mixer is a professional tennis player.
All Oscar-nominated actors at the mixer are celebrities.
All professional tennis players at the mixer are athletes.
If a person at the mixer is a celebrity, then they are well paid.
If a person at the mixer is an athlete, then they are famous.
All well-paid people at the mixer live in tax havens.
Djokovic is at the mixer: if Djokovic is a famous athlete, then Djokovic is well-paid.",Djokovic is a Grand Slam champion.,line 28,AXIOMATIZES_CONCLUSION,"The axiom 'ax_dj_GS' directly assumes that Djokovic is a Grand Slam champion, which is the conclusion to be proven.",axiom ax_dj_GS : GrandSlamChampion Djokovic
290,Unknown,True,Unknown → True,"Diamond Mine is a professional wrestling stable formed in WWE.
Roderick Strong leads Diamond Mine.
Diamond Mine includes the Creed Brothers and Ivy Nile.
Imperium has a feud with Diamond Mine.",Roderick Strong leads the Creed Brothers.,line 18,INCORRECT_FORMALIZATION,"The leadership_distribution axiom incorrectly assumes that leadership over a group implies leadership over all its members, which is not necessarily true in the context of the premises.","axiom leadership_distribution : ∀ x G y, (Leads x G ∧ Member y G) → Leads x y"
621,True,Unknown,True → Unknown,"Symphony No. 9 is a music piece.
Composers write music pieces.
Beethoven wrote Symphony No. 9.
Vienna Music Society premiered Symphony No. 9.
Vienna Music Society is an orchestra.
Beethoven leads the Vienna Music Society.
Orchestras are led by conductors.",Beethoven is a composer.,N/A,REASONING_FAILURE,"The axioms provided are correct, but the conclusion that Beethoven is a composer is not derived due to missing reasoning steps connecting the axioms.",N/A
928,True,Unknown,True → Unknown,"All of Zaha Hadid's design styles that Max adores have interesting geometries.
No brutalist buildings that Max adores have interesting geometries.
Every style that Max adores is either Zaha Hadid's design style or Kelly Wearstler's design style. 
All of Kelly Wearstler's design styles that Max adores are evocative.
All of Kelly Wearstler's design styles that Max adores are dreamy.
If a design by Max that he adores has interesting geometries, then the design is a brutalist building and evocative.",A design by Max is evocative and dreamy.,N/A,INCORRECT_FORMALIZATION,The formalization of the premises and conclusion in Lean does not accurately capture the logical structure of the given premises and conclusion.,N/A
456,True,Unknown,True → Unknown,"There are four seasons in a year: Spring, Summer, Fall, and Winter.
All students who want to have a long vacation have summer as their favorite season.
Emma's favorite season is summer.
Mia's favorite season is not the same as Emma's. 
James wants to have a long vacation.",James's favorite season is summer.,line 14,AXIOMATIZES_CONCLUSION,"The axiom 'rule' directly implies that any student who wants a long vacation has Summer as their favorite season, which directly leads to the conclusion without further reasoning.","axiom rule : ∀ x : Person, (Student x ∧ WantsLongVacation x) → Favorite x = Season.Summer"
819,Unknown,True,Unknown → True,"All growth stocks are bought to earn profits from rapid price appreciation.
If the stock price is bought to earn profits from rapid price appreciation, then it is not suitable for a retirement fund.
Some stocks are growth stocks.
All mature stocks are suitable for a retirement fund.
KO is a mature stock.",KO is a stock.,line 28,AXIOMATIZES_CONCLUSION,"The conclusion 'KO is a stock' is directly axiomatized as 'axiom prem6', which makes the theorem trivial.",axiom prem6 : Stock KO
979,Unknown,True,Unknown → True,"If people at Mary's school work in student jobs on campus, then they need to earn money to help pay for their college tuition.
If people at Mary's school order takeout frequently in college, then they work in student jobs on campus.
People at Mary's school order takeout frequently in college or enjoy the dining hall meals and recipes.
If people at Mary's school enjoy the dining hall meals and recipes, then they are not picky eaters.
If people at Mary's school enjoy the dining hall meals and recipes, then they spend a lot of their time eating and catching up with friends in the campus dining halls.
Hannah is at Mary's school.
Hannah works in student jobs on campus and if she needs to earn money to help pay for her college tuition, then she is neither picky nor needs to earn money to help pay for her college tuition.",Hannah needs to earn money to help pay for her college tuition.,line 28,AXIOMATIZES_CONTRADICTION,"The axiom hannahConj introduces a contradiction by stating that if Hannah needs money, then she does not need money.",axiom hannahConj : WorksOnCampus Hannah ∧ (NeedsMoney Hannah → (NotPicky Hannah ∧ ¬ NeedsMoney Hannah))
981,False,True,False → True,"If people at Mary's school work in student jobs on campus, then they need to earn money to help pay for their college tuition.
If people at Mary's school order takeout frequently in college, then they work in student jobs on campus.
People at Mary's school order takeout frequently in college or enjoy the dining hall meals and recipes.
If people at Mary's school enjoy the dining hall meals and recipes, then they are not picky eaters.
If people at Mary's school enjoy the dining hall meals and recipes, then they spend a lot of their time eating and catching up with friends in the campus dining halls.
Hannah is at Mary's school.
Hannah works in student jobs on campus and if she needs to earn money to help pay for her college tuition, then she is neither picky nor needs to earn money to help pay for her college tuition.","Hannah is at Mary's school and she either is not a picky eater or, if she is, then she spends a lot of her time eating and catching up with friends in the campus dining halls.",N/A,AXIOMATIZES_CONTRADICTION,"The axioms include a contradiction: p7 states that if Hannah needs to earn money, then she does not need to earn money, which is logically inconsistent.",axiom p7 : A H ∧ (B H → (¬ E H ∧ ¬ B H))
754,False,True,False → True,"If a restaurant is listed in Yelp’s recommendations, then the restaurant has not received many negative reviews.
All restaurants with a rating greater than four are listed in Yelp’s recommendations.
Some restaurants that do not provide take-out service receive many negative reviews.
All restaurants that are popular among local residents have ratings greater than four.
The Hamden Plaza Subway store has a rating greater than four, or it is popular among local residents.","If the Hamden Plaza Subway store provides take-out service and receives many negative reviews, then its rating is greater than 4 and it does not provide take-out service.",N/A,AXIOMATIZES_CONTRADICTION,"The premises lead to a contradiction when trying to prove the conclusion, as the conclusion itself is logically inconsistent with the premises.",N/A
756,Unknown,True,Unknown → True,"If a restaurant is listed in Yelp’s recommendations, then the restaurant has not received many negative reviews.
All restaurants with a rating greater than four are listed in Yelp’s recommendations.
Some restaurants that do not provide take-out service receive many negative reviews.
All restaurants that are popular among local residents have ratings greater than four.
The Hamden Plaza Subway store has a rating greater than four, or it is popular among local residents.",The Hamden Plaza store does not provide take-out service.,axiom prem6 : ¬ TO H,AXIOMATIZES_CONCLUSION,"The axiom prem6 directly states the conclusion that the Hamden Plaza store does not provide take-out service, which should be derived rather than assumed.",axiom prem6 : ¬ TO H
173,Unknown,True,Unknown → True,"Books contain tons of knowledge.
When a person reads a book, that person gains knowledge. 
If a person gains knowledge, they become smarter.
Harry read the book “Walden” by Henry Thoreau.",A smarter person has gained knowledge.,N/A,REASONING_FAILURE,"The Lean code correctly formalizes the premises and derives the conclusion, but the conclusion does not logically follow from the premises as stated.",N/A
476,False,Unknown,False → Unknown,"Pets are allowed in some managed buildings.
A deposit is required to rent an apartment in a managed building.
The security deposit can be either equal to the monthly rent at a managed building or more.
Fluffy is Tom's cat.
Cats are pets.
The Olive Garden is a managed building.
The monthly rent at the Olive Garden is $2000.
$2000 is more than $1500.
Tom will rent an apartment in a managed building if he is allowed to move in with Fluffy, and the security deposit is no more than $1500.
If a managed building allows pets, then people are allowed to move in with a pet. ",Tom will rent an apartment in The Olive Garden.,lines 47-49,INCORRECT_FORMALIZATION,The axiom 'tom_condition' incorrectly formalizes Tom's condition for renting by not considering the requirement that pets must be allowed in the building.,"axiom tom_condition : ∀ b : Building, ManagedBuilding b → AllowedToMoveInWith Tom Fluffy b → SecDep b ≤ 1500 → WillRent Tom b"
1367,True,Unknown,True → Unknown,"Animals are either invertebrates or vertebrates.
All animals with backbones reproduce by male-and-female mating. 
All vertebrate animals have a backbone.
All bees do not reproduce by male-and-female mating.
All queen bees are bees.
Harry is a bee.",Harry is an invertebrate or a queen bee.,N/A,REASONING_FAILURE,The Lean code correctly formalizes the premises but fails to derive the conclusion that Harry is either an invertebrate or a queen bee.,N/A
1368,False,Unknown,False → Unknown,"Animals are either invertebrates or vertebrates.
All animals with backbones reproduce by male-and-female mating. 
All vertebrate animals have a backbone.
All bees do not reproduce by male-and-female mating.
All queen bees are bees.
Harry is a bee.","If Harry is either both a vertebrate and an animal with a backbone, or neither a vertebrate nor an animal with a backbone, then Harry is neither an invertebrate nor a queen bee.",lines 77-80,AXIOMATIZES_CONTRADICTION,"The model Mbad axiomatizes that Harry is not an animal, which contradicts the premise that Harry is a bee and thus an animal.",Animal := fun _ => False
1011,Unknown,False,Unknown → False,"People who are born in a multiple birth with siblings spend a lot of time hanging out with and playing with their siblings.
If people have siblings who were born together, then they were born in a multiple birth.
If people complain often about annoying siblings, then they have siblings who were born together.
If people live at home, then they do not live with strangers.
If people spend a lot of time hanging out with and playing with their siblings, then they often live at home. 
Luke either is a baby born in a multiple birth and live with strangers, or is not a baby born in a multiple birth and does not live with strangers",Luke spends a lot of time hanging out and playing with his siblings.,line 19,AXIOMATIZES_CONCLUSION,"The axiom 'spend_Luke' directly asserts the conclusion that Luke spends a lot of time with his siblings, which should be derived instead.",axiom spend_Luke : Spend Luke
1012,False,Unknown,False → Unknown,"People who are born in a multiple birth with siblings spend a lot of time hanging out with and playing with their siblings.
If people have siblings who were born together, then they were born in a multiple birth.
If people complain often about annoying siblings, then they have siblings who were born together.
If people live at home, then they do not live with strangers.
If people spend a lot of time hanging out with and playing with their siblings, then they often live at home. 
Luke either is a baby born in a multiple birth and live with strangers, or is not a baby born in a multiple birth and does not live with strangers",Luke complains often about annoying siblings.,line 38,AXIOMATIZES_CONCLUSION,"The premise that Luke complains often about annoying siblings is directly axiomatized, which leads to the conclusion being trivially true.",axiom premise_complains : ComplainsOftenAboutAnnoyingSiblings Luke
560,True,Unknown,True → Unknown,"It costs $205 to take the GRE test, which is cheaper than $300.
ETS provides financial aid to those GRE applicants who prove economic hardship.
Those living in single-parent families or having few resources available to them can prove economic hardship.
Tom lives in a single-parent family.
Tom's dad has been out of work, and Tom has few resources available to them. 
Tom is applying to take the GRE test.",ETS provides financial aid to Tom.,line numbers or N/A,INCORRECT_FORMALIZATION,"The formalization does not correctly capture the relationship between proving hardship and receiving financial aid, as it introduces an unnecessary distinction between 'ProvesHardship' and 'CanProveHardship'.",axiom CanProveHardship : Person → Prop
562,False,Unknown,False → Unknown,"It costs $205 to take the GRE test, which is cheaper than $300.
ETS provides financial aid to those GRE applicants who prove economic hardship.
Those living in single-parent families or having few resources available to them can prove economic hardship.
Tom lives in a single-parent family.
Tom's dad has been out of work, and Tom has few resources available to them. 
Tom is applying to take the GRE test.",No one taking the GRE test has financial aid provided to them by something.,N/A,REASONING_FAILURE,The Lean code correctly formalizes the premises but fails to derive the correct conclusion due to a reasoning error in the proof strategy.,N/A
960,True,Unknown,True → Unknown,"If people spill a lot of food on their clothing, then they are not notably tidy.
All clumsy foodies who go out frequently to find new food restaurants to try are people who spill a lot of food on their clothing.
If people are cleanly, then they are notably tidy.
If people value order and spotlessness, then they are cleanly.
All people whose families prioritize order and spotlessness themselves value order and spotlessness.
Peter is either a person who spills a lot of food on his clothing and is cleanly, or a person who does not spill a lot of food on his clothing and is not cleanly","Peter is either both a clumsy foodie who goes out frequently to find new food restaurants to try and issomeone whose family prioritizes order and spotlessness, or he neither is a clumsy foodie who goes out frequently to find new food restaurants to try nor does his family prioritize order and spotlessness.",line 35,AXIOMATIZES_CONTRADICTION,"The axiom 'peter_E1' introduces a contradiction by allowing Peter to be both spilling and cleanly, which contradicts the premises that spilling implies not tidy and cleanly implies tidy.",axiom peter_E1 : (Spills Peter ∧ Cleanly Peter) ∨ (¬ Spills Peter ∧ ¬ Cleanly Peter)
440,True,Unknown,True → Unknown,"Barutin Cove is a cove named after the Bulgarian settlement of Barutin.
Barutin Cove is on the southwest coast of Snow Island.
Snow Island, Greenwich Island, and Deception Island are located in the South Shetland Islands.
Antarctica is located on the South Shetland Islands. 
If place A is located in place B and place B is located in place C, then place A is located in place C.",There is at least one cove in Antarctica named after a place in Bulgaria.,line 38,INCORRECT_FORMALIZATION,"The premise 'Antarctica is located on the South Shetland Islands' is incorrectly formalized as 'LocatedIn Antarctica SouthShetlandIslands', which is the reverse of the intended meaning.",axiom hAntarctica_SSI : LocatedIn Antarctica SouthShetlandIslands
441,False,Unknown,False → Unknown,"Barutin Cove is a cove named after the Bulgarian settlement of Barutin.
Barutin Cove is on the southwest coast of Snow Island.
Snow Island, Greenwich Island, and Deception Island are located in the South Shetland Islands.
Antarctica is located on the South Shetland Islands. 
If place A is located in place B and place B is located in place C, then place A is located in place C.",Barutin Cove is not located in Antarctica.,line 24,REASONING_FAILURE,"The code correctly formalizes the premises and uses transitivity to derive that Barutin Cove is located in the South Shetland Islands, but it fails to derive the incorrect conclusion that Barutin Cove is not located in Antarctica.",N/A
786,Unknown,False,Unknown → False,"If something can transport multiple passengers, then they are not one-seaters.
All Tesla Model 3 can transport multiple passengers.
All single-seat electric cars are one-seaters.
All Solo EV cars are single-seat electric cars. 
If John's car is not a Tesla Model 3, then John's car is not a Tesla Model 3 or a single-seat electric car. ",John's car is a Tesla Model 3.,line 17,AXIOMATIZES_CONCLUSION,"The axiom h6 directly asserts the conclusion that John's car is a Tesla Model 3, which is the statement to be proven.",axiom h6 : TM3 j
787,False,True,False → True,"If something can transport multiple passengers, then they are not one-seaters.
All Tesla Model 3 can transport multiple passengers.
All single-seat electric cars are one-seaters.
All Solo EV cars are single-seat electric cars. 
If John's car is not a Tesla Model 3, then John's car is not a Tesla Model 3 or a single-seat electric car. ",John's car is a Solo EV.,line 19,AXIOMATIZES_CONCLUSION,"The axiom 'J_is_SoloEV' directly assumes the conclusion that John's car is a Solo EV, which is the statement we are supposed to prove.",axiom J_is_SoloEV : SoloEV J
788,True,Unknown,True → Unknown,"If something can transport multiple passengers, then they are not one-seaters.
All Tesla Model 3 can transport multiple passengers.
All single-seat electric cars are one-seaters.
All Solo EV cars are single-seat electric cars. 
If John's car is not a Tesla Model 3, then John's car is not a Tesla Model 3 or a single-seat electric car. ",John's car is not a Solo EV.,N/A,REASONING_FAILURE,The Lean code correctly formalizes the premises but fails to derive the conclusion that John's car is not a Solo EV.,N/A
846,False,Unknown,False → Unknown,"All people who make wedding plans are people who are engaged.
All people who invite others to come to their ceremony make wedding plans.
Anyone who has a well-attended wedding invites others to come to their ceremony.
Some people that have well-attended weddings have larger families.
If John is engaged, then John does not invite friends to their ceremony and make wedding plans.
If John has a larger family, then either John has a well-attended wedding or invites friends to their ceremony. ",John has a larger family.,axiom P7 : L j,AXIOMATIZES_CONCLUSION,"The axiom P7 directly assumes the conclusion that John has a larger family, which is the statement to be proven.",axiom P7 : L j
847,True,Unknown,True → Unknown,"All people who make wedding plans are people who are engaged.
All people who invite others to come to their ceremony make wedding plans.
Anyone who has a well-attended wedding invites others to come to their ceremony.
Some people that have well-attended weddings have larger families.
If John is engaged, then John does not invite friends to their ceremony and make wedding plans.
If John has a larger family, then either John has a well-attended wedding or invites friends to their ceremony. ",John does not have a larger family.,N/A,REASONING_FAILURE,The Lean code correctly formalizes the premises but fails to derive the conclusion that John does not have a larger family.,N/A
849,True,False,True → False,"All people who make wedding plans are people who are engaged.
All people who invite others to come to their ceremony make wedding plans.
Anyone who has a well-attended wedding invites others to come to their ceremony.
Some people that have well-attended weddings have larger families.
If John is engaged, then John does not invite friends to their ceremony and make wedding plans.
If John has a larger family, then either John has a well-attended wedding or invites friends to their ceremony. ",John neither has a larger family nor does he invite others to his wedding.,axiom facts : ¬ L John ∧ ¬ I John,AXIOMATIZES_CONCLUSION,"The axiom 'facts' directly includes the conclusion that John does not invite others, which is part of the conclusion to be proven.",axiom facts : ¬ L John ∧ ¬ I John
1328,False,True,False → True,"If a film is appropriate for people of all ages, then children can watch it without guidance from parents.
If a film contains excessive erotic and violent content, children cannot watch it without guidance from their parents.
If a film is rated General Audience, then it is appropriate for people of all ages.
All family-friendly animated films are rated General Audience.
All movies in the Frozen series are family-friendly animated films.
“Hachi: A dog’s Tale” is a film.
“Hachi: A dog’s Tale”  is either a family-friendly animated film or is appropriate for people of all ages. ","""Hachi: A dog's Tale"" contains excessive erotic and violent content or is in the ""Frozen"" series or both.",axiom prem8 : EV h ∨ Froz h,AXIOMATIZES_CONCLUSION,"The axiom prem8 directly assumes the conclusion that 'Hachi: A dog's Tale' contains excessive erotic and violent content or is in the 'Frozen' series, which is the statement to be proven.",axiom prem8 : EV h ∨ Froz h
1247,Unknown,True,Unknown → True,"None of the students who currently work in the library are from the computer science department. 
All of the students with part-time jobs offered by the university currently work in the library. 
All of the students who are taking the database course are from the computer science department. 
All of the students taking a class with Professor David are taking the database course. 
All students working in the lab are taking a class with Professor David.
James is a student working in the lab. 
James doesn't work in the lab or have a part-time job offered by the university.",James takes the database course.,line 22,AXIOMATIZES_CONTRADICTION,"The axioms A6 and A7a directly contradict each other, as A6 asserts James works in the lab while A7a asserts he does not.",axiom A6 : Lab James
803,False,Unknown,False → Unknown,"Some show airing at 8 pm on Monday gives out roses on TV.
If a show gives out roses on TV, then the show is an episode of The Bachelor.
The Bachelor portrays the lives of real people.
All shows portraying the lives of real people are reality TV shows.
Breaking Bad is a show.
Breaking Bad is not a reality TV show.",Breaking Bad is a TV show in which roses are given out on Monday at 8 pm.,N/A,AXIOMATIZES_UNMENTIONED,"The models introduce entities and properties not mentioned in the premises, such as the entity 's' and its properties, which are not part of the original problem statement.",def AirsMon8pm : Entity → Prop | s => True | _ => False
804,True,False,True → False,"Some show airing at 8 pm on Monday gives out roses on TV.
If a show gives out roses on TV, then the show is an episode of The Bachelor.
The Bachelor portrays the lives of real people.
All shows portraying the lives of real people are reality TV shows.
Breaking Bad is a show.
Breaking Bad is not a reality TV show.","If roses are given out during Breaking Bad, then it is on Monday at 8 pm.",line 18,AXIOMATIZES_CONCLUSION,"The axiom 'premise_r_bb_implies_m8' directly axiomatizes the conclusion that if roses are given out during Breaking Bad, then it is on Monday at 8 pm.",axiom premise_r_bb_implies_m8 : R BB → M8 BB
941,Unknown,True,Unknown → True,"All people who eat salads regularly are very conscious about their health and eating habits.
All people who grew up in health-conscious childhood homes eat salads regularly.
All people who fulfill their daily nutritional intakes grew up in health-conscious childhood homes.
All people who disregard their physical well-being are not very conscious about their health and eating habits.
If people visit the gym at least once a day, then they always fulfill their daily nutritional intakes.
Taylor either grew up in a health-conscious childhood home and disregard her physical well-being, or she did neither.",Taylor eats salads regularly.,line 19,AXIOMATIZES_CONCLUSION,"The axiom p7 directly asserts the conclusion that Taylor eats salads regularly, which should be derived rather than assumed.",axiom p7 : S T
942,False,Unknown,False → Unknown,"All people who eat salads regularly are very conscious about their health and eating habits.
All people who grew up in health-conscious childhood homes eat salads regularly.
All people who fulfill their daily nutritional intakes grew up in health-conscious childhood homes.
All people who disregard their physical well-being are not very conscious about their health and eating habits.
If people visit the gym at least once a day, then they always fulfill their daily nutritional intakes.
Taylor either grew up in a health-conscious childhood home and disregard her physical well-being, or she did neither.",Taylor visits the gym at least once a day.,line 19,AXIOMATIZES_CONCLUSION,"The axiom premise7 directly assumes the conclusion that Taylor visits the gym at least once a day, which should be derived instead.",axiom premise7 : G Taylor
1316,False,Unknown,False → Unknown,"Some professional basketball players are not American nationals.
All professional basketball players can do jump shots.
If someone can jump shots, they leap straight into the air.
If someone leaps straight into the air, they activate their leg muscles. 
Yuri does not activate his leg muscles.","If Yuri does not leap straight into the air, then Yuri is an American professional basketball player.",line 15,AXIOMATIZES_CONCLUSION,"The axiom prem6 directly axiomatizes the conclusion that if Yuri does not leap straight into the air, then Yuri is an American professional basketball player.",axiom prem6 : ¬ L Yuri → (A Yuri ∧ P Yuri)
308,Unknown,True,Unknown → True,"Ailton Silva, born in 1995, is commonly known as Ailton.
Ailton is a football player who was loaned out to Braga.
Ailton Silva is a Brazilian footballer who plays for Náutico.
Náutico is a football club along with Braga.
Fluminense is a football club.",Ailton Silva was loaned out to a football club.,line 19,INCORRECT_FORMALIZATION,"The identity axiom incorrectly equates Ailton with Ailton Silva, which may not be valid in all contexts.",axiom identity : Ailton = Ailton_Silva
